state,year,quarter,genericind,drugtype,imprx,adjmedamt,unadjmedamt,percap_rx,percap_adjmedamt,percap_unadjmedamt,futurerevision
IA,2014,all,all,bup,2604,472047.6138,622064.98,5.808569005546051,1052.965107012539,1387.598833434571,no
IA,2014,all,all,naloxone,107,2816.2474,3318.29,.2386777586764315,6.28201511504979,7.401888035873045,no
IA,2014,all,all,naltrexone,1412,58830.75215,65219.10999999999,3.149654161225432,131.2298323776696,145.47991586609,no
IA,2015,all,all,all,5477,699001.7935800001,914576.9399999999,12.47927288925243,1592.666447354705,2083.851599868075,no
IA,2015,all,all,bup,2980,604905.7217,810650.42,6.78989103705902,1378.269777864613,1847.056382867829,no
IA,2015,all,all,naloxone,108,3953.64928,4677.48,.2460765879202598,9.008338191257332,10.65757702282645,no
IA,2015,all,all,naltrexone,2389,90142.42259999999,99249.03999999998,5.443305264273154,205.3883312988343,226.1376399774202,no
IA,2016,all,all,all,4699,542746.3422215398,786727.64,10.36929868901138,1197.680130849869,1736.074459685255,no
IA,2016,all,all,bup,2224,446908.4837,649424.5600000001,4.907708083498894,986.194414585757,1433.08730338791,no
IA,2016,all,all,naloxone,213,10971.41952553978,25357.33,.4700277975653167,24.2106673979088,55.95610315510297,no
IA,2016,all,all,naltrexone,2262,84866.438996,111945.75,4.991562807947166,187.2750488662028,247.031053142242,no
IA,2017,all,all,all,12753,655908.95878,1315371.77,27.14858798683496,1396.299073064545,2800.163587645562,no
IA,2017,all,all,bup,9946,523224.7494,1103472.93,21.17304603756454,1113.840911626721,2349.073310687335,no
IA,2017,all,all,naloxone,312,12409.22142,19055.9,.6641856388216506,26.41675210295516,40.56620229109452,no
IA,2017,all,all,naltrexone,2495,120274.98796,192842.94,5.311356310448777,256.0414093348684,410.5240746671321,no
IA,2018,all,all,all,22399,1206342.931128503,2216038.48,42.94475660535781,2312.875733733983,4248.726869579316,no
IA,2018,all,all,bup,18644,1076458.7423,1997676.18,35.74543694585879,2063.853684708384,3830.0690801563,no
IA,2018,all,all,naloxone,400,18241.3841885031,34977.37,.7669048904925723,34.97351685879228,67.06079027392045,no
IA,2018,all,all,naltrexone,3355,111642.80464,183384.93,6.432414769006449,214.0485321668071,351.5969991490951,no
IA,2019,,,,,,,,,,yes
ID,2010,all,all,all,2114,187852.452013,633587.48,18.89736812497997,1679.241692937462,5663.735027880029,no
ID,2010,all,all,bup,1556,124783.9777,529323.8099999999,13.90932109861345,1115.462990868586,4731.706194364688,no
ID,2010,all,all,naloxone,27,111.0199,204.38,.2413571141790251,.9924238029794055,1.82698396281145,no
ID,2010,all,all,naltrexone,531,62957.454413,104059.29,4.746689912187494,562.7862782658966,930.2018495525292,no
ID,2011,all,all,all,2529,184337.0160324106,751931.17,19.13715385914158,1394.893569690506,5689.925856771192,no
ID,2011,all,all,bup,1818,119756.3271824106,628403.76,13.75695757845765,906.2061126514398,4755.183646019406,no
ID,2011,all,all,naloxone,63,164.55505,394.3100000000001,.4767262527188294,1.245201783372375,2.983776646183518,no
ID,2011,all,all,naltrexone,648,64416.1338,123133.1,4.903470027965103,487.4422552556941,931.7584341056015,no
ID,2012,all,all,all,3243,182394.6803906266,914939.46,22.44842401251951,1262.557238062524,6333.317589844475,no
ID,2012,all,all,bup,2476,132473.6125406266,826810.3300000001,17.13916060900349,916.9977874752415,5723.277479423738,no
ID,2012,all,all,naloxone,65,128.2344999999999,638.3099999999999,.4499375765691546,.8876541563470343,4.418456223074724,no
ID,2012,all,all,naltrexone,702,49792.83335,87490.82000000001,4.85932582694687,344.6717964309351,605.6216541976635,no
ID,2013,all,all,all,3668,575493.4609898031,915474.5600000001,24.61283991903362,3861.648972135399,6142.974044500475,no
ID,2013,all,all,bup,2774,533841.0643398031,859651,18.6139634502179,3582.155032388795,5768.389435451791,no
ID,2013,all,all,naloxone,48,81.89814999999997,517.1800000000001,.3220873271847366,.5495490882265547,3.470356747362543,no
ID,2013,all,all,naltrexone,846,41570.4985,55306.38,5.676789141630982,278.9443906583771,371.1142523013202,no
ID,2014,all,all,all,3922,696799.660351,871044.9,24.30396062535293,4317.947860512493,5397.715694164834,no
ID,2014,all,all,bup,3027,613425.2415,753728.8900000001,18.75779928937871,3801.290901584297,4670.728522374037,no
ID,2014,all,all,naloxone,74,1811.24225,2561.64,.4585652948179798,11.2239572480815,15.87404326780446,no
ID,2014,all,all,naltrexone,821,81563.176601,114754.37,5.087596041156235,505.4330016801151,711.1131285229936,no
ID,2015,all,all,all,4638,746711.6463799999,950052.39,27.27338130223523,4390.977027714872,5586.705711420847,no
ID,2015,all,all,bup,3611,676853.3002299998,838983.62,21.23419143647508,3980.180712127875,4933.57485437465,no
ID,2015,all,all,naloxone,90,3228.2425,4353.860000000001,.5292376708066345,18.98341712776652,25.60251917131304,no
ID,2015,all,all,naltrexone,937,66630.10365,106714.91,5.509952194953517,391.8128984592293,627.5283378748848,no
ID,2016,all,all,all,5589,780453.80175,1096435.89,31.76750156241549,4436.047122291328,6232.068142541317,no
ID,2016,all,all,bup,4485,722524.1115,1008759.47,25.49243952539515,4106.778643936144,5733.721245182756,no
ID,2016,all,all,naloxone,94,7688.78765,9560.900000000001,.5342897024274568,43.70255388879155,54.34351506317737,no
ID,2016,all,all,naltrexone,1010,50240.9026,78115.52,5.740772334592887,285.5659244663919,444.0033822953836,no
ID,2017,all,all,all,8141,1223657.1286,1560350.14,44.77924291499959,6730.676797230106,8582.643158274612,no
ID,2017,all,all,bup,6834,1129241.8855,1390672.2,37.59014200726043,6211.349551725422,7649.336476960678,no
ID,2017,all,all,naloxone,216,13032.0471,21079.39,1.188099308394535,71.68225067812504,115.9463364832346,no
ID,2017,all,all,naltrexone,1091,81383.196,148598.55,6.001001599344621,447.6449948265598,817.360344830698,no
ID,2018,all,all,all,10513,1538068.51798,1955735.62,62.47850314271982,9140.703770030614,11622.8891924759,no
ID,2018,all,all,bup,8690,1436465.6971,1787761.24,51.64445850948685,8536.880678271813,10624.62154016672,no
ID,2018,all,all,naloxone,613,35182.26128,63943.8,3.643044081279107,209.0873225483182,380.0164471851467,no
ID,2018,all,all,naltrexone,1210,66420.55959999999,104030.58,7.191000551953865,394.7357692104831,618.2512051240335,no
ID,2019,,,,,,,,,,yes
IL,2010,all,all,all,26877,1313096.94325,6278281.62,15.90040079339314,776.826568376471,3714.223836432399,no
IL,2010,all,all,bup,23416,1150352.8625,6087649.23,13.85287736645064,680.5473664314123,3601.445944361021,no
IL,2010,all,all,naloxone,15,4539.9136,6111.59,.0088739819139375,2.685807411815914,3.615609275026737,no
IL,2010,all,all,naltrexone,3446,158204.16715,184520.8,2.038649445028566,93.59339453324259,109.1622827963514,no
IL,2011,all,all,all,24987,1085995.314231723,6172858.529999999,13.79147806207297,599.4109157458214,3407.085404281225,no
IL,2011,all,all,bup,22229,974068.4781317228,6032044.12,12.26921062319686,537.633331216651,3329.363435003651,no
IL,2011,all,all,naloxone,10,469.747,518.76,.0055194613447284,.2592750408302153,.2863275767191328,no
IL,2011,all,all,naltrexone,2748,111457.0891,140295.65,1.516747977531377,61.51830948834041,77.43564170085514,no
IL,2012,all,all,all,39604,1954191.235936916,9605474.039999999,20.54872793002205,1013.941622828533,4983.846901496053,no
IL,2012,all,all,bup,35989,1784413.995336916,9374184.01,18.67306760613987,925.8518761918471,4863.840945042244,no
IL,2012,all,all,naloxone,14,1054.3955,1277.72,.0072639680592947,.5470782309902927,.6629512334801477,no
IL,2012,all,all,naltrexone,3601,168722.8451,230012.31,1.868396355822881,87.54266840569521,119.3430052203285,no
IL,2013,all,all,all,19965,2244596.20837257,4411328.27,9.947080931572902,1118.316060274662,2197.838182690983,no
IL,2013,all,all,bup,17167,2116366.79803557,4253337.04,8.553044745920962,1054.428841520341,2119.122853300112,no
IL,2013,all,all,naloxone,6,65.77720000000001,78.42,.0029893556518626,.0327719074306164,.0390708783698446,no
IL,2013,all,all,naltrexone,2792,128163.633137,157912.81,1.391046830000077,63.85444684688994,78.6762585125016,no
IL,2014,all,all,all,14603,1865553.39015,2424001.64,7.173119100891789,916.3758581536941,1190.690437887901,no
IL,2014,all,all,bup,11336,1732123.3416,2272568.62,5.568340623687551,850.8338715833372,1116.305237020427,no
IL,2014,all,all,naloxone,6,5019.599999999999,5224.440000000001,.0029472515651134,2.465670659373856,2.566289827806828,no
IL,2014,all,all,naltrexone,3261,128410.44855,146208.58,1.601831225639124,63.07631591098317,71.81891103966755,no
IL,2015,all,all,all,22208,2792177.14101,3525598.93,10.71784088207425,1347.537387964255,1701.495332571651,no
IL,2015,all,all,bup,17119,2611558.690299999,3283572.52,8.261829883835965,1260.368808394886,1584.690552688741,no
IL,2015,all,all,naloxone,18,1100.47135,2643.2,.008687010801393,.5311003613374208,1.275639275013448,no
IL,2015,all,all,naltrexone,5071,179517.97936,239383.21,2.447323987436893,86.63747920803176,115.5291406078965,no
IL,2016,all,all,all,59647,8130482.471851583,11931537.16,29.1911057103354,3979.039571342207,5839.267063294969,no
IL,2016,all,all,bup,50836,7311724.80595,10082493.09,24.87902241337553,3578.341437714689,4934.349114187071,no
IL,2016,all,all,naloxone,229,2640.290201582259,225950.26,.1120720775171728,1.292152000609427,110.579541719412,no
IL,2016,all,all,naltrexone,8582,816117.3757,1623093.81,4.200011219442695,399.4059816269085,794.3384073884862,no
IL,2017,all,all,all,105402,16911449.30492338,23075881.77,51.81047826148667,8312.84298763749,11342.97708591129,no
IL,2017,all,all,bup,90398,14387507.994,18291224.53,44.43524424471901,7072.196639153932,8991.073137962627,no
IL,2017,all,all,naloxone,2050,162261.9498433792,330024.13,1.007679934309099,79.76005412636231,162.2237529945452,no
IL,2017,all,all,naltrexone,12954,2361679.36108,4454633.11,6.367554082458573,1160.886294357195,2189.680194954116,no
IL,2018,all,all,all,119262,22423248.879892,30393115.64,57.68281693563965,10845.33346951332,14700.07651696137,no
IL,2018,all,all,bup,98324,17625823.093292,21995341.51,47.5558458887142,8524.988066863983,10638.36978885316,no
IL,2018,all,all,naloxone,4789,385478.2719000001,652051.01,2.316270147278918,186.442224603599,315.3740423817221,no
IL,2018,all,all,naltrexone,16149,4411947.5147,7745723.120000001,7.810700899646532,2133.903178045735,3746.332685726481,no
IL,2019,,,,,,,,,,yes
IN,2010,all,all,all,19840,1246264.69785,4711232.77,30.83989756304187,1937.231633978292,7323.283065647478,no
IN,2010,all,all,bup,17988,1071820.7653,4429142.23,27.96109260907243,1666.070695957315,6884.792977083812,no
IN,2010,all,all,naloxone,55,1047.7564,1278.78,.085493667639481,1.628664316886165,1.987774405527554,no
IN,2010,all,all,naltrexone,1797,173396.17615,280811.76,2.793311286329951,269.5322737040909,436.50231415814,no
IN,2011,all,all,all,22638,2947702.620106413,5923490.52,34.72735695943106,4521.862403864547,9086.808451888239,no
IN,2011,all,all,bup,20746,2763223.171036413,5552681.93,31.82497338459036,4238.865510166646,8517.977182847097,no
IN,2011,all,all,naloxone,55,447.4522,734.1,.0843716155476945,.6864048180794565,1.126130963155683,no
IN,2011,all,all,naltrexone,1837,184031.99687,370074.49,2.818011959292997,282.310488879821,567.705138077984,no
IN,2012,all,all,all,28454,3361887.592304212,7399464.72,40.3618223035098,4768.816672698284,10496.09475538518,no
IN,2012,all,all,bup,26350,3156056.811254213,7054730.84,37.37731136913907,4476.846987967397,10007.09188736805,no
IN,2012,all,all,naloxone,138,4963.6109,5618.28,.1957521430338213,7.040851238123438,7.969495291043896,no
IN,2012,all,all,naltrexone,1966,200867.17015,339115.6,2.788758791336904,284.9288334927661,481.0333727260879,no
IN,2013,all,all,all,33108,4869055.796634704,8064740.07,45.68350755592183,6718.483365825978,11127.99365483842,no
IN,2013,all,all,bup,30658,4674197.473409703,7731377.12,42.30291695812043,6449.611441173821,10668.00848976686,no
IN,2013,all,all,naloxone,381,10232.300525,13426.03,.5257163337805428,14.11886487701765,18.52567787093854,no
IN,2013,all,all,naltrexone,2069,184626.0227,319936.92,2.854874264020848,254.7530597751372,441.4594872006269,no
IN,2014,all,all,all,35277,6499905.117782999,8569655.710000001,58.29536018375838,10741.11489076209,14161.38464907026,no
IN,2014,all,all,bup,32392,6113226.045088001,8018271.69,53.52788805942401,10102.12643317566,13250.22071660807,no
IN,2014,all,all,naloxone,536,52106.549145,56220.56,.8857417880912347,86.10624628909719,92.90466295128833,no
IN,2014,all,all,naltrexone,2349,334572.52355,495163.46,3.881730336243116,552.882211297339,818.2592695109004,no
IN,2015,all,all,all,43733,7302898.019296,9560030.879999999,66.00564303497593,11022.16815179577,14428.82916032805,no
IN,2015,all,all,bup,39149,6805758.527396001,8771542.32,59.08707198628662,10271.84204014232,13238.77372327772,no
IN,2015,all,all,naloxone,542,45618.84909999999,56329.98000000001,.8180334878685879,68.85193033546824,85.01809965123212,no
IN,2015,all,all,naltrexone,4042,451520.6428,732158.5800000001,6.100537560820723,681.4741813179904,1105.037337399101,no
IN,2016,all,all,all,75698,12176708.85237812,18475327.22,103.6642142482319,16675.32768780241,25300.93634231115,no
IN,2016,all,all,bup,65709,10482312.875307,14895930.14,89.98483254560314,14354.94633573971,20399.15048560932,no
IN,2016,all,all,naloxone,1572,173263.2222311171,551523.79,2.152766847185137,237.2743770073917,755.2812535279246,no
IN,2016,all,all,naltrexone,8417,1521132.75484,3027873.29,11.52661485544357,2083.106975055311,4146.50460317391,no
IN,2017,all,all,all,138700,22158144.72974695,30350893.58,174.1055905844902,27814.39707591348,38098.48775423873,no
IN,2017,all,all,bup,122124,18626223.16961,23363319.71,153.2982778986321,23380.89102598027,29327.21395907577,no
IN,2017,all,all,naloxone,2951,283228.9525169492,427196.1699999999,3.704294144303032,355.5280753322997,536.2454323956904,no
IN,2017,all,all,naltrexone,13625,3248692.60762,6560377.7,17.103018541555,4077.977974600919,8235.028362767263,no
IN,2018,all,all,all,227500,24429617.97580421,29743061.39,253.9403307196083,27268.85832144795,33199.83668567126,no
IN,2018,all,all,bup,205436,20172271.307001,21900610.23,229.312025414125,22516.71756951868,24445.92617480192,no
IN,2018,all,all,naloxone,6142,456994.7194132019,775091.1399999999,6.855830818812458,510.1072096039696,865.1731887008272,no
IN,2018,all,all,naltrexone,15922,3800351.94939,7067360.02,17.77247448667078,4242.033542325295,7888.737322168517,no
IN,2019,,,,,,,,,,yes
KS,2010,all,all,all,1361,114301.23105,242703.62,6.882930909767893,578.0510479195933,1227.41531815618,no
KS,2010,all,all,bup,406,21015.5853,108140.64,2.053247574846263,106.2812796827581,546.8953370007951,no
KS,2010,all,all,naloxone,56,742.13275,967.24,.2832065620477604,3.75315829840268,4.891584197769211,no
KS,2010,all,all,naltrexone,899,92543.51299999999,133595.74,4.546476772873869,468.0166099384326,675.6283969576156,no
KS,2011,all,all,all,1480,114540.3881907121,277860.26,7.055923933087612,546.0731529324266,1324.703282829694,no
KS,2011,all,all,bup,610,51006.04509071213,179292.81,2.908184864313137,243.1721447889876,854.7813710199526,no
KS,2011,all,all,naloxone,53,553.63995,714.2,.2526783570632726,2.639487414539479,3.404960049331874,no
KS,2011,all,all,naltrexone,817,62980.70315,97853.25,3.895060711711202,300.2615207288996,466.5169517604091,no
KS,2012,all,all,all,1602,154264.1719823179,324181.6,7.176625569248473,691.0712865588307,1452.265892409414,no
KS,2012,all,all,bup,690,100562.6649323179,254625.58,3.091055956792414,450.499745608639,1140.669443203947,no
KS,2012,all,all,naloxone,52,509.7203,769.72,.232949144569863,2.283440535671037,3.44818491458298,no
KS,2012,all,all,naltrexone,860,53191.78675,68786.29999999999,3.852620467886196,238.2881004145207,308.148264290884,no
KS,2013,all,all,all,862,127390.0517896402,220194.09,3.555508808726671,525.448319352915,908.2390100052821,no
KS,2013,all,all,bup,534,103217.2555896402,187386.99,2.202600584524411,425.7422986793017,772.9189020716665,no
KS,2013,all,all,naloxone,46,359.0744,1065.21,.1897371290039755,1.481081429452719,4.393693199702711,no
KS,2013,all,all,naltrexone,282,23813.7218,31741.89,1.163171095198284,98.2249392441605,130.926414733913,no
KS,2014,all,all,all,5252,791076.69511,1030258.11,23.0292088950703,3468.749136273806,4517.522702024052,no
KS,2014,all,all,bup,2980,676734.5573599999,891394.8100000001,13.06683977671544,2967.376520936095,3908.628577203257,no
KS,2014,all,all,naloxone,147,8842.311799999999,10895.81,.6445722977104598,38.77217165985245,47.77644413004494,no
KS,2014,all,all,naltrexone,2125,105499.82595,127967.49,9.317796820644402,462.6004436778578,561.1176806907503,no
KS,2015,all,all,all,2958,461054.74205,613221.5600000001,12.74260571855664,1986.15239777349,2641.663474373976,no
KS,2015,all,all,bup,1563,376295.8748999999,480655.35,6.733161845200818,1621.024329739693,2070.588780109817,no
KS,2015,all,all,naloxone,252,32678.12414999999,58947.92999999999,1.085576957767503,140.7722960329593,253.9385496670305,no
KS,2015,all,all,naltrexone,1143,52080.743,73618.28,4.923866915588314,224.3557720008379,317.1361445971276,no
KS,2016,all,all,all,3459,363517.8081722658,881742.28,14.05442509074467,1477.026251549234,3582.648402313505,no
KS,2016,all,all,bup,1829,362424.1493999999,526354.4600000002,7.431495660876555,1472.582555310539,2138.655486918001,no
KS,2016,all,all,naloxone,270,-70744.5605277342,240189.44,1.097049660162204,-287.4455410565749,975.924976024259,no
KS,2016,all,all,naltrexone,1360,71838.2193,115198.38,5.525879769705914,291.8892372952698,468.0679393712458,no
KS,2017,all,all,all,5957,770497.9048951764,1130633.6,25.66337565664088,3319.385122709362,4870.887159110331,no
KS,2017,all,all,bup,3374,618364.4358,780212.3500000001,14.53554296886123,2663.978312681247,3361.235962733016,no
KS,2017,all,all,naloxone,456,27731.44264517627,154156.47,1.964495433847279,119.4699395843125,664.1221083618751,no
KS,2017,all,all,naltrexone,2127,124402.02645,196264.78,9.163337253932374,535.9368704438014,845.5290880154403,no
KS,2018,all,all,all,5958,833459.9732523798,1123123.59,26.61242267600182,3722.791052655506,5016.622976580828,no
KS,2018,all,all,bup,3219,635773.9056000001,791617.01,14.37821225143502,2839.792531419886,3535.892324208251,no
KS,2018,all,all,naloxone,781,44597.79540237976,88748.34,3.488469639133505,199.2036558687447,396.4095897740046,no
KS,2018,all,all,naltrexone,1958,153088.27225,242758.24,8.745740785433295,683.7948653668748,1084.321062598572,no
KS,2019,,,,,,,,,,yes
KY,2010,all,all,all,40939,3105213.70426,11865074.15,80.4040678057644,6098.629991663447,23302.96847692964,no
KY,2010,all,all,bup,40152,3019286.24535,11751577.96,78.85840227013487,5929.868731432942,23080.06231516565,no
KY,2010,all,all,naloxone,201,4836.74726,5652.06,.394763370599151,9.499356473103523,11.10062814143601,no
KY,2010,all,all,naltrexone,586,81090.71165000001,107844.13,1.150902165030361,159.2619037574022,211.8055336225523,no
KY,2011,all,all,all,49730,7349450.540108366,13622267.12,94.50473853942384,13966.57755281256,25887.16654916128,no
KY,2011,all,all,bup,48817,7235321.966908365,13441431.05,92.76971287510666,13749.69255441836,25543.5135124863,no
KY,2011,all,all,naloxone,165,4523.86075,5348.940000000001,.313558854997083,8.596949072340877,10.16489395059453,no
KY,2011,all,all,naltrexone,748,109604.71245,175487.13,1.421466809320109,208.2880493218577,333.4881427243894,no
KY,2012,all,all,all,66603,8471076.821553119,16000572.44,122.512933350149,15582.12798286757,29432.26378550442,no
KY,2012,all,all,bup,65690,8394692.814763118,15891779.09,120.8335148832828,15441.62336996905,29232.14378434097,no
KY,2012,all,all,naloxone,209,3128.74799,5032.449999999999,.3844451912103229,5.755177604136188,9.256943552662149,no
KY,2012,all,all,naltrexone,704,73255.2588,103760.9,1.294973275655825,134.7494352943908,190.8630576107904,no
KY,2013,all,all,all,57071,8093873.942089953,12719629.83,106.0181966540857,15035.62088076033,23628.6768531148,no
KY,2013,all,all,bup,56239,8049530.441069951,12661174.85,104.4726281584189,14953.2459791208,23520.08769986621,no
KY,2013,all,all,naloxone,266,2257.91542,5801.39,.4941360815473146,4.194426609413757,10.776977902736,no
KY,2013,all,all,naltrexone,566,42085.5856,52653.59,1.051432414119474,78.18047503010561,97.81217534586042,no
KY,2014,all,all,all,141447,24837794.01253,32504177.72,160.6394596857527,28207.94933762358,36914.5584315714,no
KY,2014,all,all,bup,139430,24520291.9754,32043909.5,158.3487798538286,27847.36653492229,36391.8379909023,no
KY,2014,all,all,naloxone,405,17046.56048,20249.45,.4599530649128638,19.3595499728358,22.99702861802417,no
KY,2014,all,all,naltrexone,1612,300455.4766500001,440018.77,1.830726767011201,341.2232527284516,499.7234120510826,no
KY,2015,all,all,all,156763,26900380.17122,34100618.86,156.7195495048998,26892.92410801105,34091.16708392598,no
KY,2015,all,all,bup,153477,26048955.02309,32513762.5,153.434460295883,26041.73495207453,32504.75055790782,no
KY,2015,all,all,naloxone,659,25869.41113,32883.48,.6588173428916833,25.86224082373161,32.87436558214235,no
KY,2015,all,all,naltrexone,2627,825555.737,1553972.88,2.626271866125117,825.3269151127849,1553.542160436019,no
KY,2016,all,all,all,181399,22779558.51723162,33422106.52,176.008711217864,22102.66173865267,32428.96540097448,no
KY,2016,all,all,bup,174234,20249261.9906,27853308.3,169.0566198839757,19647.55321737378,27025.64455722928,no
KY,2016,all,all,naloxone,1145,51749.23272162135,167877.74,1.11097621455716,50.21149927974184,162.8892367629792,no
KY,2016,all,all,naltrexone,6020,2478547.29391,5400920.48,5.841115119331096,2404.897021999148,5240.431606982219,no
KY,2017,all,all,all,494904,47990072.57054029,63316148.90000001,472.3888266007453,45806.81115950193,60435.64263725707,no
KY,2017,all,all,bup,480971,43351853.11920001,53996023.82,459.0896948074517,41379.602965316,51539.52753147215,no
KY,2017,all,all,naloxone,3585,826217.6630402871,1207104.87,3.421903931598193,788.6296986090457,1152.188814645558,no
KY,2017,all,all,naltrexone,10348,3812001.7883,8113020.210000001,9.877227861695424,3638.578495576879,7743.926291139358,no
KY,2018,all,all,all,659857,55435358.47637606,68420958.66,662.4112162491558,55649.94117141169,68685.80683830558,no
KY,2018,all,all,bup,640800,49573453.00740001,57592007.99,643.2804492071145,49765.34506764678,57814.93878050395,no
KY,2018,all,all,naloxone,5427,336110.3242760535,629705.29,5.448007175166996,337.4113613973917,632.1427931012739,no
KY,2018,all,all,naltrexone,13630,5525795.144699999,10199245.38,13.68275986687418,5547.184742367522,10238.72526470036,no
KY,2019,,,,,,,,,,yes
LA,2010,all,all,all,10243,844427.8083499998,3485355.93,17.66278868757272,1456.11148499426,6010.065927225275,no
LA,2010,all,all,bup,9831,815017.9544999998,3454113.26,16.95234556160572,1405.397823578176,5956.191800675869,no
LA,2010,all,all,naloxone,87,1634.39895,1986.9,.1500207571823515,2.818319172609658,3.426163706271428,no
LA,2010,all,all,naltrexone,325,27775.4549,29255.77,.5604223687846465,47.8953422434742,50.44796284313476,no
LA,2011,all,all,all,13899,2007323.993283753,5373459.859999999,22.35204000659754,3228.13052766973,8641.469872981223,no
LA,2011,all,all,bup,13519,1979611.496233752,5342119.68,21.74093307786115,3183.56395145962,8591.069343650051,no
LA,2011,all,all,naloxone,64,1023.62325,1368.53,.1029232722082339,1.646166474975423,2.200837276798973,no
LA,2011,all,all,naltrexone,316,26688.8738,29971.65,.5081836565281548,42.9204097351344,48.19969205437365,no
LA,2012,all,all,all,18599,3144224.722634869,7740815.500000001,28.15033199028723,4758.910145397083,11716.03452876828,no
LA,2012,all,all,bup,18196,3093530.010134868,7653478.359999999,27.54037533712923,4682.181666068777,11583.84626670676,no
LA,2012,all,all,naloxone,39,306.8022999999999,631.71,.0590280632088393,.4643575783850583,.9561184053757917,no
LA,2012,all,all,naltrexone,364,50387.9102,86705.43000000001,.5509285899491668,76.26412174992099,131.2321436561434,no
LA,2013,all,all,all,22522,4968947.701354282,8365964.23,34.18616924540676,7542.371329814065,12698.70655660239,no
LA,2013,all,all,bup,22017,4924267.766854282,8289136.049999999,33.41962917485662,7474.551606757022,12582.08897537974,no
LA,2013,all,all,naloxone,86,776.8237,1500.2,.1305394971629954,1.179141571887181,2.277155274929368,no
LA,2013,all,all,naltrexone,419,43903.11079999999,75327.98,.6360005733871518,66.6405814851543,114.3404259477229,no
LA,2014,all,all,all,19879,5227826.5699,6799345.66,30.0220400496491,7895.267299872101,10268.63663745298,no
LA,2014,all,all,bup,19284,5158744.09,6699780.58,29.12344787551855,7790.936248094503,10118.26957576444,no
LA,2014,all,all,naloxone,102,1830.7851,2729.98,.1540443727080944,2.764922963655156,4.122922123584741,no
LA,2014,all,all,naltrexone,493,67251.6948,96835.10000000001,.7445478014224564,101.5661288139433,146.2441395649568,no
LA,2015,all,all,all,31267,7665681.98215,10048196.64,43.0876941789341,10563.74327309446,13846.98320510804,no
LA,2015,all,all,bup,30256,7581597.988,9888500.41,41.69447900591135,10447.87077412499,13626.91276919258,no
LA,2015,all,all,naloxone,136,4930.950999999999,6980.049999999999,.1874156909308548,6.795129328023451,9.618903628543478,no
LA,2015,all,all,naltrexone,875,79153.04315,152716.18,1.205799482091897,109.0773696414486,210.4515322869176,no
LA,2016,all,all,all,40647,8388703.444050398,12696125.8,52.3288794179286,10799.60270121966,16344.97099572053,no
LA,2016,all,all,bup,38370,8227403.052024999,12185561.58,49.39747344861664,10591.94484788826,15687.67147783511,no
LA,2016,all,all,naloxone,492,22130.34562539794,210885.22,.6333999722887512,28.49056972737305,271.4932774473723,no
LA,2016,all,all,naltrexone,1785,139170.0464,299679,2.298005997023213,179.1672836040329,385.8062404380502,no
LA,2017,all,all,all,73312,17660192.51429106,22750999.73,87.71216693451588,21129.06146209604,27219.82057841671,no
LA,2017,all,all,bup,66839,17264730.71278,21491928.16,79.9677205060032,20655.92184579363,25713.43832543844,no
LA,2017,all,all,naloxone,1396,72284.2297110558,146103.52,1.670206583377676,86.48251886661146,174.8016195978882,no
LA,2017,all,all,naltrexone,5077,323177.5718,1112968.05,6.074239845135,386.6570974357962,1331.580633380383,no
LA,2018,all,all,all,92849,22718062.624125,29114070.96,110.8014530839249,27110.6242394065,34743.30760219821,no
LA,2018,all,all,bup,82334,21826976.507475,26874804.32,98.25336662981698,26047.24567261816,32071.07637133565,no
LA,2018,all,all,naloxone,3055,164424.68255,320563.32,3.645687505211588,196.216370121413,382.5445794936642,no
LA,2018,all,all,naltrexone,7460,726661.4340999998,1918703.32,8.902398948896382,867.1621966669405,2289.6866513689,no
LA,2019,,,,,,,,,,yes
MA,2010,all,all,all,117371,5359641.9498,25989179.19,145.1334395981259,6627.388973331401,32136.54964324011,no
MA,2010,all,all,bup,111118,4482379.167899999,24606673.69,137.401381442303,5542.622165784667,30427.03214336087,no
MA,2010,all,all,naloxone,3,37.8225,49.69,.0037096073032894,.0467688740762208,.0614434623001497,no
MA,2010,all,all,naltrexone,6250,877224.9594000001,1382455.81,7.728348548519539,1084.720038672656,1709.456056416945,no
MA,2011,all,all,all,157999,4383404.612499921,37096388.09,184.1469187028457,5108.83266868589,43235.6253000237,no
MA,2011,all,all,bup,150478,3364366.59779992,35145972.59,175.3812367962254,3921.14976912279,40962.42733981338,no
MA,2011,all,all,naloxone,1,6.443000000000001,8.300000000000001,.0011654942037788,.0075092791549468,.009673601891364,no
MA,2011,all,all,naltrexone,7520,1019031.5717,1950407.2,8.764516412416535,1187.675390283945,2273.188286608428,no
MA,2012,all,all,all,184948,3369110.876585581,49285784.98999999,207.2049595847229,3774.555458936381,55216.92090184427,no
MA,2012,all,all,bup,175887,1730153.805835581,46119987.27999999,197.0535433012423,1938.363482781734,51670.14566472919,no
MA,2012,all,all,naloxone,18,244.5362,444.56,.0201661508776792,.2739641057919076,.4980591130100592,no
MA,2012,all,all,naltrexone,9043,1638712.53455,3165353.15,10.13125013260295,1835.918012048855,3546.277178002063,no
MA,2013,all,all,all,227774,34527561.27579977,57313125.70999999,249.1569959864244,37768.94398050466,62693.57447511967,no
MA,2013,all,all,bup,215914,31920571.02274977,52306341.7,236.1836014269093,34917.21437126117,57216.76297124099,no
