state,year,quarter,genericind,drugtype,imprx,adjmedamt,unadjmedamt,percap_rx,percap_adjmedamt,percap_unadjmedamt,futurerevision
MT,2011,all,all,bup,1229,31281.02630154313,294527.83,19.66824957117297,500.6045827023403,4713.463682746953,no
MT,2011,all,all,naloxone,32,1117.5454,2819.94,.5121106479068633,17.88459058935421,45.12879063932751,no
MT,2011,all,all,naltrexone,167,17114.9559,33546.83,2.672577443763943,273.8984735889498,536.8652764537937,no
MT,2012,all,all,all,2131,54364.72277152342,639899.09,34.01153023893098,867.6806252814491,10213.02076461727,no
MT,2012,all,all,bup,1877,31278.81976152341,608803.8199999999,29.95759843194437,499.2212689615791,9716.729016192721,no
MT,2012,all,all,naloxone,32,2371.94591,2630.79,.5107315662345336,37.85711405118425,41.98835928544215,no
MT,2012,all,all,naltrexone,222,20713.9571,28464.48,3.543200240752078,330.6022422686856,454.3033891391111,no
MT,2013,all,all,all,2244,362392.773396728,686768.2000000001,31.9202456162616,5154.931522451779,9769.077373189783,no
MT,2013,all,all,bup,2008,343994.134926728,665114.8500000001,28.56321443736777,4893.216255532348,9461.064783878339,no
MT,2013,all,all,naloxone,49,1458.86337,1770.29,.6970107108720225,20.75190601201743,25.18185900713536,no
MT,2013,all,all,naltrexone,187,16939.7751,19883.06,2.6600204680218,240.9633609074119,282.8307303043076,no
MT,2014,all,all,all,1882,356619.21055,464194.41,25.81998019470668,4892.614746786891,6368.485904725586,no
MT,2014,all,all,bup,1554,343085.9913999999,448405.98,21.32000490041136,4706.946600972,6151.877536019148,no
MT,2014,all,all,naloxone,90,2188.61555,2873.39,1.234749318556642,30.02657287716634,39.42129271608301,no
MT,2014,all,all,naltrexone,238,11344.6036,12915.04,3.265225975738677,155.6415729377248,177.1870759903531,no
MT,2015,all,all,all,1834,290366.6476,378180.4,28.05240754525063,4441.375973840441,5784.553275041386,no
MT,2015,all,all,bup,1289,263452.5908,344063.25,19.71622318747441,4029.70525952767,5262.705839881926,no
MT,2015,all,all,naloxone,100,3878.2179,4737.1,1.529575111518573,59.32025576885825,72.45750260774632,no
MT,2015,all,all,naltrexone,445,23035.8389,29380.05,6.80660924625765,352.3504585439138,449.3899325517125,no
MT,2016,all,all,all,11684,903008.504749,1707543.01,114.2950685016724,8833.397715498095,16703.50439040584,no
MT,2016,all,all,bup,10419,815378.0025999999,1562906.79,101.9206024237354,7976.17978962032,15288.64589393863,no
MT,2016,all,all,naloxone,176,12379.21845,15260.93,1.721664845626014,121.0958251232384,149.285265298633,no
MT,2016,all,all,naltrexone,1089,75251.28369899999,129375.29,10.65280123231096,736.1221007545352,1265.573231168584,no
MT,2017,all,all,all,36394,2891520.663720001,4595710.6,289.7004198338699,23016.83657300638,36582.38419121191,no
MT,2017,all,all,bup,33916,2668495.349,4178755.14,269.9752552367294,21241.52945348215,33263.37084247243,no
MT,2017,all,all,naloxone,333,20198.9225,32311.47,2.650718244894177,160.7857429367973,257.2030121572098,no
MT,2017,all,all,naltrexone,2145,202826.39222,384643.99,17.07444635224628,1614.521376587436,3061.810336582263,no
MT,2018,all,all,all,86868,3701094.092010203,7492160.41,533.8209034417804,22743.94934751487,46040.79567616314,no
MT,2018,all,all,bup,82792,3273377.0085,6746840.74,508.7730837333872,20115.54395154743,41460.66007280714,no
MT,2018,all,all,naloxone,904,58021.36726020373,105919.06,5.555257364177482,356.5526855662533,650.8934049466333,no
MT,2018,all,all,naltrexone,3172,369695.7162500001,639400.6100000001,19.49256234421567,2271.852710401196,3929.242198409374,no
MT,2019,,,,,,,,,,yes
NC,2010,all,all,all,29302,2045323.130093,7885854.59,29.84933418180811,2083.527869084968,8033.155039453122,no
NC,2010,all,all,bup,26596,1737863.049023,7421680.189999999,27.09278861167731,1770.324718875964,7560.310292192175,no
NC,2010,all,all,naloxone,564,8589.731659999999,10084.52,.5745349968787037,8.750179880260641,10.27288948000572,no
NC,2010,all,all,naltrexone,2142,298870.34941,454089.88,2.182010573252098,304.4529703287437,462.5718577809413,no
NC,2011,all,all,all,35988,3958998.85475557,10211246.06,35.52507716016059,3908.073240863039,10079.89619269995,no
NC,2011,all,all,bup,33769,3722090.809463571,9798170.559999999,33.33462072417092,3674.212604293596,9672.134188407632,no
NC,2011,all,all,naloxone,391,5089.29483,6676.69,.385970467089663,5.023829930158841,6.590806030467729,no
NC,2011,all,all,naltrexone,1828,231818.750462,406398.81,1.80448596890001,228.8368066392843,401.1711982618496,no
NC,2012,all,all,all,45936,5567385.138870915,12557959.5,43.34836794258153,5253.767404167468,11850.55401023244,no
NC,2012,all,all,bup,43790,5296061.798020916,12103906.97,41.32325479374881,4997.728044828906,11422.07882441521,no
NC,2012,all,all,naloxone,346,4037.5606,5873.530000000002,.3265093893271772,3.810119785773038,5.542666744204785,no
NC,2012,all,all,naltrexone,1800,267285.78025,448179,1.698603759505546,252.2292395527906,422.93251907302,no
NC,2013,all,all,all,62559,10279941.35283561,16241250.86,58.50715294344853,9614.125880849031,15189.33084062941,no
NC,2013,all,all,bup,59342,9961862.712710613,15770467.9,55.49851292332235,9316.648688984749,14749.03974512134,no
NC,2013,all,all,naloxone,534,6319.713925,11076.43,.4994136682460001,5.91039609278947,10.3590272235394,no
NC,2013,all,all,naltrexone,2683,311758.9262,459706.53,2.509226351880184,291.5667957714907,429.9320682845316,no
NC,2014,all,all,all,77975,15330677.28823,19623724.83,73.68650091180844,14487.51479291825,18544.45165218176,no
NC,2014,all,all,bup,74887,15051897.68141,19239006.19,70.76833592539401,14224.06761430799,18180.89191614906,no
NC,2014,all,all,naloxone,745,15172.13516,21575.55,.7040262030047744,14.33769222573159,20.38892958958343,no
NC,2014,all,all,naltrexone,2343,263607.47166,363143.09,2.214138783409646,249.1094863845348,343.1708064431155,no
NC,2015,all,all,all,99614,18959331.60641,24570359.47000001,89.15147288455545,16968.01993312342,21989.71767074393,no
NC,2015,all,all,bup,94984,18267348.74449,23353591.2,85.00776497747923,16348.71650839358,20900.74741124534,no
NC,2015,all,all,naloxone,1804,391700.8950499999,706533.77,1.614524635932078,350.5602799195511,632.32604089965,no
NC,2015,all,all,naltrexone,2826,300281.96687,510234.5,2.529183271144154,268.7431448102856,456.6442185989389,no
NC,2016,all,all,all,118021,18134277.26385813,27196337.68,101.7686156811113,15637.05013108085,23451.19628955564,no
NC,2016,all,all,bup,111418,17592072.2676,25120833.08,96.07489872105863,15169.5108636236,21661.50437047532,no
NC,2016,all,all,naloxone,3202,117214.6071981314,1233318.86,2.761060382566818,101.0732692669869,1063.481525115076,no
NC,2016,all,all,naltrexone,3401,424990.38906,842185.74,2.932656577485868,366.4659981902637,726.2103939652463,no
NC,2017,all,all,all,151303,23843980.83445328,30797007.11,132.3316674858881,20854.27085599598,26935.48247186805,no
NC,2017,all,all,bup,142704,23114296.748513,29339822.61,124.8108648004744,20216.07920196141,25661.00903300966,no
NC,2017,all,all,naloxone,4572,273340.0272652758,557799.8300000001,3.998733559450113,239.0669160469526,487.8593393868259,no
NC,2017,all,all,naltrexone,4027,456344.058675,899384.6699999999,3.522069125963605,399.1247379876189,786.6140994715583,no
NC,2018,all,all,all,172510,28037567.75494028,35797689.04,167.935704310112,27294.12027168502,34848.47325724178,no
NC,2018,all,all,bup,162380,27203979.867583,34292255.15,158.0743125956524,26482.63589995166,33382.9576314261,no
NC,2018,all,all,naloxone,5384,306133.5117072766,587601.99,5.241237215266612,298.0160390788326,572.0210657044428,no
NC,2018,all,all,naltrexone,4746,527454.3756499999,917831.8999999999,4.620154499193043,513.4683326545311,893.4945601112302,no
NC,2019,,,,,,,,,,yes
ND,2010,all,all,all,782,39943.18969999999,171215.12,15.96254568285189,815.3388622826967,3494.922218152133,no
ND,2010,all,all,bup,624,32676.28529999999,162499.52,12.73737660626545,667.0034486536464,3317.015359899622,no
ND,2010,all,all,naloxone,32,463.294,543.01,.653198800321305,9.456971406126831,11.08417126757724,no
ND,2010,all,all,naltrexone,126,6803.6104,8172.59,2.571970276265138,138.8784422229235,166.8226869849342,no
ND,2011,all,all,all,853,30833.26963000518,194076.64,16.84216371763492,608.7912954965157,3831.970157852865,no
ND,2011,all,all,bup,695,22239.50368000519,182899.4,13.72251322831919,439.1106236548553,3611.279763959198,no
ND,2011,all,all,naloxone,21,447.73925,504.3200000000001,.4146370903520906,8.84044285030606,9.957608447922208,no
ND,2011,all,all,naltrexone,137,8146.026699999999,10672.92,2.705013398963639,160.8402289913544,210.7327854457446,no
ND,2012,all,all,all,705,14872.951449428,201009.82,13.33658964456082,281.3538301907764,3802.532601229836,no
ND,2012,all,all,bup,565,8692.252499428005,194251.83,10.68818886408066,164.4326307401127,3674.690701297857,no
ND,2012,all,all,naloxone,21,434.71155,568.41,.3972601170720245,8.223502916455296,10.75269634023378,no
ND,2012,all,all,naltrexone,119,5745.9874,6189.580000000001,2.251140663408139,108.6976965342084,117.0892035917458,no
ND,2013,all,all,all,714,125625.0646952115,201829.48,12.37888221640939,2178.008234300886,3499.1923819596,no
ND,2013,all,all,bup,568,120467.5173952116,196167.88,9.84762618896433,2088.589928205284,3401.035127678895,no
ND,2013,all,all,naloxone,31,716.7904000000001,862.71,.5374584715807997,12.42726041379968,14.95712251669264,no
ND,2013,all,all,naltrexone,115,4440.7569,4798.89,1.993797555864257,76.99104568180292,83.2001317640124,no
ND,2014,all,all,all,1065,217099.9894,259732.24,17.67833483884049,3603.724231100395,4311.392964471436,no
ND,2014,all,all,bup,720,186039.334,213377.6,11.9515503135823,3088.136750842142,3541.934891932554,no
ND,2014,all,all,naloxone,62,1641.2393,2013.5,1.029161277002921,27.24354732024806,33.42284243944162,no
ND,2014,all,all,naltrexone,283,29419.4161,44341.14,4.697623248255266,488.3439329380046,736.0352300994399,no
ND,2015,all,all,all,1735,353996.3667,454279.1899999999,26.54625066782503,5416.297571134013,6950.668156147848,no
ND,2015,all,all,bup,1208,303816.7224,369005.8,18.48292265517732,4648.527302540296,5645.948394628997,no
ND,2015,all,all,naloxone,74,4041.8889,4612.54,1.132232016956226,61.84264893999978,70.57385766880098,no
ND,2015,all,all,naltrexone,453,46137.7554,80660.84999999999,6.931095995691494,705.9276196537165,1234.145903850049,no
ND,2016,all,all,all,2655,524623.9741,846560.52,37.8767952022726,7484.397297622625,12077.21259599601,no
ND,2016,all,all,bup,1978,410709.8701,627793.1100000001,28.21856908101515,5859.274439672198,8956.230153245877,no
ND,2016,all,all,naloxone,85,4563.570400000001,5057.58,1.212628094988012,65.10486682936094,72.15251294881729,no
ND,2016,all,all,naltrexone,592,109350.5336,213709.83,8.445598026269447,1560.017991121066,3048.829929801316,no
ND,2017,all,all,all,3230,651708.8642,967375.14,46.05116085259251,9291.625304747544,13792.18209812359,no
ND,2017,all,all,bup,2410,554582.8142,787646.14,34.36015407267738,7906.867610776355,11229.72727184632,no
ND,2017,all,all,naloxone,130,7527.9477,11290.17,1.853452294376788,107.328399511642,160.9676268492614,no
ND,2017,all,all,naltrexone,690,89598.1023,168438.83,9.837554485538339,1277.429294459547,2401.487199428014,no
ND,2018,all,all,all,6567,670180.1596382994,1268896.41,91.11677165556617,9298.713655223664,17605.86941442632,no
ND,2018,all,all,bup,5530,546482.4175,1062157.25,76.72845245245635,7582.414138743608,14737.37469324716,no
ND,2018,all,all,naloxone,96,5419.124638299319,8180.050000000001,1.331994834617687,75.19006277462643,113.4977536136918,no
ND,2018,all,all,naltrexone,941,118278.6175,198559.11,13.05632436849212,1641.109453705429,2754.99696756547,no
ND,2019,,,,,,,,,,yes
NE,2010,all,all,all,867,37269.52567,46589.92999999999,6.085768669939069,261.6075105720599,327.0306070688054,no
NE,2010,all,all,bup,39,2088.5304,7448.26,.2737543000318612,14.66010712172469,52.28187699372592,no
NE,2010,all,all,naloxone,43,908.1716200000001,959.52,.3018316641376931,6.374766311330808,6.735198101706961,no
NE,2010,all,all,naltrexone,785,34272.82365,38182.15,5.510182705769514,240.5726371390043,268.0135319733726,no
NE,2011,all,all,all,948,37604.46797866318,48401.20999999999,6.112573634085819,242.4684382808027,312.0843461011085,no
NE,2011,all,all,bup,54,55.96125866317175,7261.240000000001,.348184574093496,.3608305002476374,46.81947697760477,no
NE,2011,all,all,naloxone,73,2821.08372,2898.58,.4706939612745409,18.18995988019065,18.68964523659122,no
NE,2011,all,all,naltrexone,821,34727.423,38241.39,5.293695098717782,223.9176479003644,246.5752238869126,no
NE,2012,all,all,all,934,36576.13902212184,53162.62,5.788589807875295,226.6855091594051,329.4824414260677,no
NE,2012,all,all,bup,89,1517.111940121835,14466.98,.5515893928275174,9.402503976440221,89.66104173312175,no
NE,2012,all,all,naloxone,95,3299.394982,3650.56,.5887751945911701,20.44844129010716,22.62483341438676,no
NE,2012,all,all,naltrexone,750,31759.6321,35045.07999999999,4.648225220456607,196.8345638928576,217.1965662785592,no
NE,2013,all,all,all,912,40952.31134497929,52044.57,5.275742701247512,236.9011597340901,301.0677196459048,no
NE,2013,all,all,bup,84,11039.94334497929,18261.49,.4859236698517445,63.86392601366282,105.6391694971539,no
NE,2013,all,all,naloxone,56,427.6764000000001,1341.05,.3239491132344963,2.47402483091646,7.757713541127165,no
NE,2013,all,all,naltrexone,772,29484.6916,32442.03,4.465869918161271,170.5632088895107,187.6708366076237,no
NE,2014,all,all,all,1094,78238.54757499999,101181.13,7.005522391987274,501.0072184215942,647.9220035297764,no
NE,2014,all,all,bup,218,53706.4307,66681.91,1.395981610103497,343.9137137683389,427.0033031494334,no
NE,2014,all,all,naloxone,52,1721.823725,1877.86,.3329864391072562,11.02584521073349,12.02503681811446,no
NE,2014,all,all,naltrexone,824,22810.29315,32621.36,5.276554342776521,146.0676594425218,208.8936635622285,no
NE,2015,all,all,all,1317,140122.23825,174328.72,8.484616900743228,902.7209649399539,1123.092182230019,no
NE,2015,all,all,bup,512,117297.2066,146040.12,3.298499508869046,755.6733952379121,940.8462189358916,no
NE,2015,all,all,naloxone,52,1244.05455,1730.04,.3350038563695125,8.014674457385356,11.14557830141368,no
NE,2015,all,all,naltrexone,753,21580.9771,26558.56,4.851113535504671,139.0328952446565,171.100384992713,no
NE,2016,all,all,all,1716,211662.9687,290236.65,10.88861094958574,1343.074428093616,1841.651494849117,no
NE,2016,all,all,bup,788,183391.9028,254474.54,5.000131368457789,1163.684779075434,1614.728591279018,no
NE,2016,all,all,naloxone,127,2930.9564,4116.400000000001,.8058587357793644,18.59792770967274,26.11997559025336,no
NE,2016,all,all,naltrexone,801,25340.1095,31645.71,5.08262084534859,160.7917213085092,200.8029279798455,no
NE,2017,all,all,all,2932,458005.51842,570399.05,18.4288603054912,2878.75843045916,3585.199321567153,no
NE,2017,all,all,bup,1594,414610.1407,519218.34,10.01896429977932,2606.000124215672,3263.506908563791,no
NE,2017,all,all,naloxone,129,4812.9872,7936.56,.8108195700574232,30.251660559658,49.88463695298405,no
NE,2017,all,all,naltrexone,1209,38582.39052,43244.15000000001,7.599076435654455,242.5066456838295,271.8077760503777,no
NE,2018,all,all,all,3725,567897.2757,705273.37,25.60971037716422,3904.344900579216,4848.817917429954,no
NE,2018,all,all,bup,2122,496058.2274,611887.51,14.58894105244093,3410.444975549924,4206.781722014543,no
NE,2018,all,all,naloxone,190,8101.474199999999,15322.06,1.306267106486229,55.69836453424648,105.3405420084652,no
NE,2018,all,all,naltrexone,1413,63737.5741,78063.8,9.714502218237056,438.2015604950452,536.6956534069454,no
NE,2019,,,,,,,,,,yes
NH,2010,all,all,all,7466,473450.948567,1901763.86,78.04632007543553,4949.250505207428,19880.21308939938,no
NH,2010,all,all,bup,7027,415074.4192,1813875.39,73.45720481785234,4339.007631396827,18961.46521094234,no
NH,2010,all,all,naloxone,128,2123.576367,2409.82,1.338056384898975,22.19894466160094,25.19121123013475,no
NH,2010,all,all,naltrexone,311,56252.953,85478.64999999999,3.251058872684229,588.0439291489997,893.5566672269124,no
NH,2011,all,all,all,8307,700181.1864496019,2194151.69,85.66865835834126,7220.84782122174,22627.90797122753,no
NH,2011,all,all,bup,7912,659927.766049602,2128233.08,81.59509148082293,6805.72123882108,21948.10071475146,no
NH,2011,all,all,naloxone,89,3098.10645,3724.57,.9178416508838778,31.95023751328079,38.41084806328724,no
NH,2011,all,all,naltrexone,306,37155.31395,62194.04,3.155725226634456,383.1763448873795,641.3964084127858,no
NH,2012,all,all,all,8569,726366.9793486223,2337369.48,86.35610239859516,7320.133183287185,23555.38781167361,no
NH,2012,all,all,bup,8210,708344.4768226221,2311509.92,82.73819590296023,7138.507197336174,23294.78204538318,no
NH,2012,all,all,naloxone,106,4342.612915999999,4901.12,1.06823980093956,43.76369770703207,49.39218352057448,no
NH,2012,all,all,naltrexone,253,13679.88961,20958.44,2.549666694695364,137.8622882439769,211.2135827698463,no
NH,2013,all,all,all,10478,1426121.294095141,2566966,101.1505980076292,13767.22864374285,24780.50639103378,no
NH,2013,all,all,bup,10119,1407985.96618014,2537763.1,97.68494953609469,13592.15713547154,24498.59278170404,no
NH,2013,all,all,naloxone,73,1499.037675,2319.88,.7047140346017307,14.47113545163353,22.39523280262826,no
NH,2013,all,all,naltrexone,286,16636.29024,26883.02,2.760934436932807,160.6003728196684,259.5183765271098,no
NH,2014,all,all,all,15767,2146005.38215,2780478.65,152.2741419858951,20725.6376142579,26853.23782196042,no
NH,2014,all,all,bup,15317,2122972.552,2748823.01,147.928143134265,20503.19171785413,26547.51476621016,no
NH,2014,all,all,naloxone,104,2149.15895,2757.74,1.00440862348786,20.75609406371264,26.63363305132127,no
NH,2014,all,all,naltrexone,346,20883.6712,28897.9,3.341590228142304,201.6898023400488,279.0894226989408,no
NH,2015,all,all,all,31210,3516184.61955,4817135.87,243.3812031934035,27419.84118411467,37564.89343116638,no
NH,2015,all,all,bup,30332,3463964.0945,4730175.51,236.5344010016763,27012.61612105602,36886.76087599394,no
NH,2015,all,all,naloxone,219,8569.998149999999,13478.43,1.707801457845414,66.83038965434932,105.107225586609,no
NH,2015,all,all,naltrexone,659,43650.5269,73481.92999999999,5.139000733881862,340.3946734042943,573.0253295858203,no
NH,2016,all,all,all,24852,2226055.732571263,3795661.94,182.8381195536782,16377.26718835568,27924.98356555071,no
NH,2016,all,all,bup,23614,2038804.00245,3391483.54,173.730056137959,14999.64147539315,24951.41127276887,no
NH,2016,all,all,naloxone,227,6338.886521263537,18983.33,1.670056862171453,46.63568693111146,139.6618525698908,no
NH,2016,all,all,naltrexone,1011,180912.8436,385195.0699999999,7.43800655354775,1330.990026031414,2833.910440211952,no
NH,2017,all,all,all,30986,3714030.887191979,5391017.09,227.57867950925,27277.93987490217,39594.67341876974,no
NH,2017,all,all,bup,28827,3186160.10935,4287263.35,211.7217644811576,23400.95883272834,31488.08274386508,no
NH,2017,all,all,naloxone,242,2443.977841979951,13621.6,1.777384639554589,17.94995320556585,100.0447215130446,no
NH,2017,all,all,naltrexone,1917,525426.7999999999,1090132.14,14.0795303885378,3859.031088968268,8006.545953391621,no
NH,2018,all,all,all,38510,5300228.847165644,7480300.98,296.0368686399455,40744.30410257143,57503.11292141044,no
NH,2018,all,all,bup,35383,4328394.327299999,5718400.19,271.9987671536534,33273.54720573345,43958.90121728563,no
NH,2018,all,all,naloxone,397,14965.51336564478,33461.51,3.051847230590973,115.0439811569653,257.2277496848669,no
NH,2018,all,all,naltrexone,2730,956869.0064999999,1728439.28,20.98625425570115,7355.712915681009,13286.98395443994,no
NH,2019,,,,,,,,,,yes
NJ,2010,all,all,all,20962,1641075.05337,5726608.03,39.22034089767609,3070.485785318356,10714.60352657043,no
NJ,2010,all,all,bup,19685,1386865.129,5308812.74,36.83104716013518,2594.853694231444,9932.899791275921,no
NJ,2010,all,all,naloxone,4,26.4537,31.79,.007484083751107,.0494954265816646,.0594797556119227,no
NJ,2010,all,all,naltrexone,1273,254183.47067,417763.5,2.381809653789794,475.5825956603308,781.6442555388944,no
NJ,2011,all,all,all,26541,1628898.589029752,7853800.95,43.32702354950898,2659.105818418825,12820.98710349294,no
NJ,2011,all,all,bup,24854,1342073.118079752,7207193.559999999,40.57306971476193,2190.875761734839,11765.42877434872,no
NJ,2011,all,all,naloxone,3,70.3584,134.27,.0048973690007357,.1148570157004549,.2191899119095954,no
NJ,2011,all,all,naltrexone,1684,286755.11255,646473.12,2.749056465746322,468.1151996682848,1055.339139232303,no
NJ,2012,all,all,all,42601,4496650.842699614,13542582.84,65.4916180671529,6912.817529434153,20819.36252670263,no
NJ,2012,all,all,bup,40359,4180339.434949614,12880754.73,62.04493353611942,6426.543829130253,19801.91707222443,no
NJ,2012,all,all,naloxone,3,101.217,129.33,.0046119775169939,.1556035094458584,.1988223507576086,no
NJ,2012,all,all,naltrexone,2239,316210.19075,661698.78,3.442072553516474,486.1180967944546,1017.246632127439,no
NJ,2013,all,all,all,41640,8324690.335304484,13099241.51,63.77675684508377,12750.28221242394,20063.09175404174,no
NJ,2013,all,all,bup,39386,7991724.070744485,12479084.72,60.32447994957899,12240.30362230725,19113.24572134102,no
NJ,2013,all,all,naloxone,0,0,0,0,0,0,no
NJ,2013,all,all,naltrexone,2254,332966.26456,620156.7899999999,3.452276895504774,509.9785901166894,949.8460327007125,no
NJ,2014,all,all,all,60137,13574888.83355,16594315.69,50.47434846264935,11393.71217929611,13927.98564338543,no
NJ,2014,all,all,bup,57029,12988155.78485,15710283.64,47.86573354966875,10901.25381997263,13185.9974872777,no
NJ,2014,all,all,naloxone,4,517.3604,788.0699999999999,.0033572907502968,.4342323213724605,.6614450303965957,no
NJ,2014,all,all,naltrexone,3104,586215.6883,883243.98,2.605257622230301,492.0241270021125,741.3267110773284,no
NJ,2015,all,all,all,87163,18867979.50892,23564857.95,69.00508752502446,14937.37683917938,18655.79529564745,no
NJ,2015,all,all,bup,81519,17755205.49362,21431456.86,64.53685313668035,14056.41739169193,16966.82716764092,no
NJ,2015,all,all,naloxone,370,19483.1275,38271.30999999999,.2929211062521833,15.42437637987117,30.29857962951417,no
NJ,2015,all,all,naltrexone,5274,1093290.8878,2095129.78,4.175313282091931,865.5350711075881,1658.66954837701,no
NJ,2016,all,all,all,120595,23218136.1106194,33121773.69,96.03255049159496,18489.13162538896,26375.62423198397,no
NJ,2016,all,all,bup,111126,21337310.14815,28264938.16,88.49216970793965,16991.38699081253,22508.01526590662,no
NJ,2016,all,all,naloxone,851,-191945.7548306035,382957.45,.677670719916641,-152.8507847955325,304.9577565674983,no
NJ,2016,all,all,naltrexone,8618,2072771.7173,4473878.08,6.862710063738675,1650.595419371966,3562.651209509846,no
NJ,2017,all,all,all,116755,24440065.38964432,32108205.14,91.93249176383141,19244.02475389472,25281.89203532576,no
NJ,2017,all,all,bup,104292,21157175.6434,25187026.11,82.11916775327398,16659.08848085996,19832.17909650963,no
NJ,2017,all,all,naloxone,1666,83781.81754431642,151346.01,1.311802760297573,65.96951951823644,119.1693359411909,no
NJ,2017,all,all,naltrexone,10797,3199107.9287,6769833.02,8.50152125025984,2518.966753516514,5330.543602874943,no
NJ,2018,all,all,all,135732,25096188.1865693,33208950.57,102.5158807395264,18954.68891013947,25082.10898033587,no
NJ,2018,all,all,bup,118070,20635754.186864,24828818.03,89.17609730141663,15585.80522788092,18752.74915323493,no
NJ,2018,all,all,naloxone,3774,203542.1624053056,382253.01,2.850432719704806,153.7316480020012,288.7086610783382,no
NJ,2018,all,all,naltrexone,13888,4256891.8373,7997879.530000001,10.48935071840497,3215.152034256552,6040.651166022602,no
NJ,2019,,,,,,,,,,yes
NM,2010,all,all,all,5994,297070.8251370001,1573926.390000001,21.96606647676012,1088.668250461349,5767.92988192644,no
NM,2010,all,all,bup,5558,276358.4145000001,1551390.59,20.36826784748628,1012.763981367873,5685.343482042058,no
NM,2010,all,all,naloxone,10,228.6328,245.45,.0366467575521523,.8378650790069735,.8994946641175792,no
NM,2010,all,all,naltrexone,426,20483.777837,22290.35,1.56115187172169,75.06640401446907,81.68690522026191,no
NM,2011,all,all,all,8884,657346.9142662033,2736026.08,30.84957543961958,2282.62868321211,9500.815281374002,no
NM,2011,all,all,bup,8166,605410.3281012033,2664189.23,28.3563296983266,2102.279557483444,9251.36274609489,no
NM,2011,all,all,naloxone,39,440.3711,516.01,.1354269970897303,1.529182966105162,1.791838070981326,no
NM,2011,all,all,naltrexone,679,51496.215065,71320.84,2.357818744203253,178.819942762561,247.6606972081312,no
NM,2012,all,all,all,12784,880096.3910975804,4019536.51,43.9190277280947,3023.543320088448,13808.99056920987,no
NM,2012,all,all,bup,11836,786242.1528975805,3868808.59,40.66220370695626,2701.110052730422,13291.16956655984,no
NM,2012,all,all,naloxone,87,2388.1111,2935.23,.2988857487753629,8.204280164163858,10.08388984342423,no
NM,2012,all,all,naltrexone,861,91466.12710000001,147792.69,2.957938272363074,314.2289871938622,507.7371128066102,no
NM,2013,all,all,all,15338,2559052.643104607,4253770.06,46.44479873062593,7749.034095062575,12880.78590970547,no
NM,2013,all,all,bup,14369,2456674.861104607,4111253.26,43.51058240711721,7439.025262132734,12449.23263732753,no
NM,2013,all,all,naloxone,82,1867.6796,2840.25,.2483031357355147,5.655496356454292,8.600524161863364,no
NM,2013,all,all,naltrexone,887,100510.1024,139676.55,2.68591318777319,304.3533365733865,422.9527482160783,no
NM,2014,all,all,all,34316,6694234.01325,8312952.540000001,82.89814359559011,16171.45274778185,20081.837433391,no
NM,2014,all,all,bup,32238,6556531.267150001,8153086.030000001,77.87825950677917,15838.80028188533,19695.64332853887,no
NM,2014,all,all,naloxone,123,1423.5064,3035.48,.2971346212337564,3.438805162502668,7.332895935468641,no
NM,2014,all,all,naltrexone,1955,136279.2397,156831.03,4.722749467577185,329.2136607340146,378.8612089166658,no
NM,2015,all,all,all,46523,8865360.84767,11273321.29,96.39630790413129,18369.15190235427,23358.47968043846,no
NM,2015,all,all,bup,42482,8642637.132999999,10990820.46,88.0232992795672,17907.66524463913,22773.13400213197,no
NM,2015,all,all,naloxone,892,29985.66645,36955.79000000001,1.848236499161385,62.13072105893385,76.57291472347906,no
NM,2015,all,all,naltrexone,3149,192738.04822,245545.04,6.52477212540269,399.3559366562006,508.772763583007,no
NM,2016,all,all,all,58054,10303380.31024601,14270109.83,112.1266354597539,19900.151032662,27561.57031176252,no
NM,2016,all,all,bup,51083,9906951.090299999,13746932.06,98.66270918783562,19134.47985357908,26551.0944944642,no
NM,2016,all,all,naloxone,2442,129166.950316004,160451.99,4.716526747385522,249.4755839654584,309.9001238764268,no
NM,2016,all,all,naltrexone,4529,267262.26963,362725.78,8.747399524532771,516.1955951174677,700.5756934218987,no
NM,2017,all,all,all,70414,13543796.46121,16852694.35,131.0755071214508,25211.7475147387,31371.2537036535,no
NM,2017,all,all,bup,61978,13032011.5803,16079280.67,115.3719115569812,24259.06107734884,29931.54582850556,no
NM,2017,all,all,naloxone,3311,237623.8986,378831.69,6.16341926433839,442.336367954827,705.1943630588551,no
NM,2017,all,all,naltrexone,5125,274160.98231,394581.99,9.540176300131154,510.3500694350319,734.5135120890903,no
NM,2018,all,all,all,81697,15872608.022043,19925010.88,156.2788953813539,30362.84867872867,38114.72503014625,no
NM,2018,all,all,bup,69192,15100500.99643,18690685.22,132.3579731107218,28885.87849525825,35753.57283746279,no
NM,2018,all,all,naloxone,6381,460781.2877,800900.23,12.20626989275517,881.4324963481379,1532.048952287994,no
NM,2018,all,all,naltrexone,6124,311325.737913,433425.4300000001,11.71465237787693,595.5376871222754,829.1032403954653,no
NM,2019,,,,,,,,,,yes
NV,2010,all,all,all,1063,68191.15949999999,235171.9,6.459423659367185,414.3702624966899,1429.045093958922,no
NV,2010,all,all,bup,834,55206.84509999999,220710.16,5.067882720519504,335.4698037610153,1341.166913797476,no
NV,2010,all,all,naloxone,72,652.0092999999999,1440.28,.437515055008878,3.961998399386111,8.752002547613706,no
